Symbol	Vehicle_rep1	IL1B_rep1	WIN_rep1	WIN-IL1B_rep1	Vehicle_rep2	IL1B_rep2	WIN_rep2	WIN-IL1B_rep2
RNF175	17	11	16	16	44	27	42	65
RNF180	797	626	334	275	1732	1250	707	984
RNF181	1296	1346	3198	2375	5163	4456	7448	8472
RNF182	502	422	277	109	1406	1159	673	438
RNF183	1	0	0	0	1	0	0	1
RNF185	1578	1301	1880	1876	5697	4220	3651	6791
RNF186	0	0	0	0	0	0	0	0
RNF187	3728	3277	6629	5766	16931	10725	19895	26184
RNF19A	5417	12586	2027	1200	12037	33693	4248	4626
RNF19B	756	1263	301	225	2790	4461	792	936
RNF2	708	621	460	435	1553	1505	853	1512
RNF20	2358	1650	1699	1221	7795	5819	3885	4763
RNF207	16	8	292	321	63	79	708	1091
RNF208	184	161	154	94	1121	496	532	417
RNF212	9	3	6	3	19	10	17	11
RNF213	2549	3086	1819	1122	10402	12159	3541	4074
RNF214	535	385	577	469	1684	1297	1239	1796
RNF215	626	627	571	384	2694	2055	1730	1763
RNF216	2214	2005	2474	2329	8110	6924	5843	8738
RNF216-IT1	0	0	0	0	0	0	0	0
RNF216P1	388	300	540	427	1275	1042	1259	1530
RNF217	232	170	142	42	583	317	289	134
RNF219	373	316	151	176	664	733	343	667
RNF219-AS1	0	0	0	0	0	0	0	0
RNF220	1103	829	830	888	4033	2813	2170	3529
RNF222	1	0	0	0	0	0	1	0
RNF223	0	0	1	1	1	1	0	1
RNF224	3	1	0	0	7	3	6	3
RNF24	709	597	440	534	1961	1704	725	1613
RNF25	675	723	920	952	2699	2465	2412	3240
RNF26	1213	1187	1103	924	5709	4025	2607	4025
RNF31	888	1380	1286	1188	4178	5090	3614	5395
RNF32	58	26	42	39	129	89	99	160
RNF34	1106	767	541	437	2937	2446	1212	1625
RNF38	2197	1862	1110	1217	5802	4955	2378	4489
RNF39	62	35	56	81	149	136	115	206
RNF4	1806	1733	2239	2142	6494	6447	5003	9245
RNF40	3890	3762	6606	6357	17225	13473	16370	25204
RNF41	2260	1878	5690	5885	6583	5616	9651	19635
RNF43	2	4	0	0	7	7	0	0
RNF44	1272	1109	1017	1136	4795	3312	2357	4008
RNF5	0	0	0	0	0	2	0	0
RNF5P1	36	26	68	60	80	81	93	121
RNF6	940	1079	1604	1643	2879	3391	2846	5858
RNF7	1576	1018	2570	1708	4635	3059	5024	6554
RNF8	715	454	372	203	2070	1478	888	862
RNFT1	307	302	143	153	654	746	329	463
RNFT2	232	97	306	209	507	227	540	411
RNGTT	778	778	1109	1254	1692	2101	2304	4860
RNH1	3033	3197	5577	3932	15355	11528	16646	19602
RNLS	96	62	128	61	258	205	264	210
RNMT	1670	1424	2219	1840	4328	3957	4403	7129
RNMTL1	393	330	394	336	1421	1254	909	1354
RNPC3	126	92	96	67	330	254	253	272
RNPEP	1470	1188	1335	872	5575	3809	3375	3640
RNPEPL1	1515	1266	1429	893	7072	4349	4211	4122
RNPS1	2278	2303	3596	4003	8374	7663	7753	13223
RNU11	13	3	9	2	0	0	2	0
RNU12	11	6	4	3	0	1	0	1
RNU4ATAC	0	1	1	0	2	0	1	0
RNU5D-1	0	0	0	0	0	0	0	0
RNU5E-1	0	0	0	0	0	0	0	0
RNU5F-1	0	0	0	0	0	0	0	0
RNU6-16P	0	0	0	0	0	0	0	0
RNU6-19P	0	0	0	0	0	0	0	0
RNU6-28P	0	0	0	0	0	0	0	1
RNU6-31P	0	0	0	0	0	0	0	0
RNU6-33P	0	0	0	0	0	0	0	0
RNU6-34P	0	0	0	0	0	0	0	0
RNU6-35P	0	0	0	0	0	0	0	0
RNU6-48P	0	0	0	0	0	0	0	0
RNU6-52P	0	0	0	0	0	0	0	0
RNU6-53P	0	0	0	0	0	0	0	0
RNU6-57P	0	0	0	0	0	0	0	0
RNU6-64P	0	0	0	0	0	0	0	0
RNU6-66P	0	0	0	0	0	0	0	0
RNU6-67P	0	0	0	0	0	0	0	0
RNU6-69P	0	0	0	0	0	0	0	0
RNU6-71P	0	0	0	0	0	0	0	0
RNU6-72P	0	0	0	0	0	0	0	0
RNU6-76P	0	0	0	0	0	0	0	0
RNU6-78P	1	0	0	0	0	0	0	2
RNU6-79P	0	0	0	0	0	0	0	0
RNU6-81P	0	0	0	0	0	0	0	0
RNU6-83P	0	0	0	0	0	0	0	0
RNU6ATAC	1	1	6	3	11	3	4	5
RNU86	5	4	23	22	8	8	27	32
RNVU1-19	0	0	0	0	1	0	2	0
RNY4	0	0	0	0	0	0	0	0
RNY5	0	0	0	0	0	0	0	0
ROBO1	2815	4530	1381	2422	9395	14910	2733	8932
ROBO2	635	468	199	229	1687	1400	392	909
ROBO3	163	138	251	202	759	509	750	763
ROBO4	0	3	1	1	2	3	11	9
ROCK1	1404	1463	1259	1202	3500	4481	2518	4136
ROCK1P1	7	3	8	7	16	6	14	21
ROCK2	1707	2468	1016	681	4356	7254	1660	2432
ROGDI	694	579	475	163	3171	2021	1243	803
ROM1	646	318	1155	1055	2290	1205	2801	3787
ROMO1	1105	1049	1958	1019	5192	3391	5193	4526
ROPN1	5	1	2	0	10	5	3	1
ROPN1B	1	0	9	3	0	3	30	21
ROPN1L	8	7	14	6	33	23	19	23
ROPN1L-AS1	1	0	2	0	2	0	0	0
ROR1	150	160	176	159	412	368	322	599
ROR1-AS1	6	84	3	5	2	210	3	23
ROR2	16	18	78	32	74	62	143	118
RORA	135	177	101	107	293	313	166	385
RORB	65	141	44	41	131	322	72	167
RORC	1	2	29	15	10	6	46	31
ROS1	1	2	0	0	5	8	0	2
RP1	0	0	0	0	0	0	0	0
RP11-87M18.2	0	0	0	0	0	0	0	0
RP1L1	4	7	7	14	29	47	11	29
RP2	959	1304	579	520	2389	3288	1186	1974
RP9	228	169	307	259	628	540	597	923
RP9P	145	86	80	40	365	272	146	213
RPA1	2620	1647	1766	1224	8705	5626	3779	4479
RPA2	1855	1427	3420	3191	5445	4448	7323	11366
RPA3	456	281	557	467	1116	774	1047	1368
RPA3OS	403	302	375	290	956	749	798	1194
RPA4	0	1	1	0	0	3	0	0
RPAIN	1032	820	1170	838	3768	2864	2730	3774
RPAP1	936	825	885	612	4174	3078	2450	2705
RPAP2	377	248	404	421	731	798	812	1526
RPAP3	1088	915	748	812	2062	2428	1469	3101
RPARP-AS1	40	20	81	20	130	51	212	105
RPE	834	709	676	665	2247	1994	1377	2290
RPE65	536	453	276	8	1478	1221	558	29
RPEL1	7	5	5	3	24	21	8	15
RPF1	1043	757	768	792	2137	2299	1484	2327
RPF2	532	598	1263	1364	1255	1520	2418	4757
RPGR	187	162	132	181	390	522	296	653
RPGRIP1	9	3	2	2	22	10	7	24
RPGRIP1L	514	329	1542	1588	1148	990	2796	6027
RPH3A	20	16	24	12	67	58	68	25
RPH3AL	7	11	6	2	44	33	13	7
RPIA	251	238	260	213	833	847	610	1000
RPL10	13975	10707	33060	25501	49758	37543	72171	92976
RPL10A	8638	8008	11966	7661	32750	23512	30303	31805
RPL10L	0	0	0	0	0	0	0	0
RPL11	10529	8377	13273	8670	34257	25478	27391	30652
RPL12	11018	9123	15080	10075	37462	26887	31615	32540
RPL13	13848	12992	19430	13636	61437	42392	44824	51822
RPL13A	2891	1948	4317	3177	10442	6681	13123	16424
RPL13AP17	0	0	0	0	0	0	0	0
RPL13AP20	1	1	3	3	10	9	13	21
RPL13AP3	0	0	1	1	1	4	4	5
RPL13AP5	0	0	0	0	0	0	0	0
RPL13AP6	4	1	1	2	5	12	6	10
RPL13P5	58	40	75	73	213	131	213	251
RPL14	5555	4414	9296	6611	18500	14367	22340	27136
RPL15	12700	10919	12717	10575	33796	29249	27745	38474
RPL17	284	148	778	613	728	544	997	1243
RPL17-C18orf32	0	0	0	0	0	0	0	0
RPL18	8575	7138	18580	14164	35286	24024	45659	51053
RPL18A	3727	4263	6946	4822	18851	13195	20865	22419
RPL19	14201	12662	21152	15090	54899	40752	46932	56200
RPL19P12	4	2	2	0	12	4	7	15
RPL21	0	0	0	0	0	1	0	0
RPL21P28	0	0	0	0	0	0	0	0
RPL21P44	5	4	1	3	7	7	6	3
RPL22	4786	2691	5945	5106	9666	8271	11089	16877
RPL22L1	512	421	467	183	1042	1130	976	794
RPL23	11045	8811	13856	11104	32613	25623	28426	38259
RPL23A	5312	3348	8969	6685	14289	10876	13729	17611
RPL23AP32	0	0	0	0	0	0	0	0
RPL23AP53	212	180	184	153	450	394	378	443
RPL23AP64	5	0	1	2	5	6	9	2
RPL23AP7	271	141	306	193	820	478	518	574
RPL23AP82	235	142	222	141	759	453	473	412
RPL23P8	7	11	9	3	28	23	19	27
RPL24	7089	5232	10805	8497	19480	16162	21316	24041
RPL26	7459	4205	12055	8265	18119	14283	19948	24562
RPL26L1	548	370	486	289	1578	1274	855	803
RPL27	9348	7992	15868	12922	30095	22677	29331	36929
RPL27A	11768	8876	20356	14279	34693	24635	37808	44764
RPL28	9069	7559	14146	10267	35894	25204	35594	36445
RPL29	8896	6790	14016	10698	30220	21535	26067	28529
RPL29P2	0	0	0	0	0	1	2	0
RPL3	27166	22983	42853	35671	112238	79097	117364	147247
RPL30	9525	7150	13929	9205	28566	22506	27191	33266
RPL31	8074	6823	13093	8668	26936	19878	28032	32096
RPL31P11	0	0	0	0	0	1	1	1
RPL32	9591	8111	14604	10205	31948	24461	31089	34565
RPL32P3	79	56	64	64	230	194	115	227
RPL34	6484	4980	10077	8070	17653	13929	23060	28363
RPL34-AS1	10	3	35	31	36	27	53	90
RPL35	4445	4335	6746	4222	19355	13286	17191	15483
RPL35A	7060	5659	10438	7190	21594	16884	21670	27439
RPL36	6379	4985	9329	5035	21553	14294	17887	16435
RPL36A	14	6	6	6	22	27	25	42
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0
RPL36AL	1877	1814	2934	2298	6112	5969	5981	8149
RPL37	9801	6948	14693	10622	24563	17697	20269	23931
RPL37A	15552	11675	20280	12312	56457	40096	46129	45658
RPL38	4372	3795	6220	4917	11945	9394	11033	13852
RPL39	306	132	280	225	526	580	693	1199
RPL39L	159	97	296	159	527	313	666	619
RPL3L	1	1	11	20	0	2	26	72
RPL4	23596	17766	35322	28699	78915	63779	81246	108053
RPL41	5566	2882	10691	5901	19105	12682	18514	19187
RPL5	15077	9846	16915	14197	39636	32705	37495	49434
RPL6	8640	7024	10818	8650	25903	21380	23996	28645
RPL7	10644	7022	12729	9943	30566	26735	26240	34557
RPL7A	20100	15051	25361	19721	70725	50845	59895	71464
RPL7L1	946	667	975	883	2466	2459	1332	2609
RPL8	17962	16471	34476	27271	72153	50764	77841	97508
RPL9	7166	5145	9394	7031	18882	16725	17896	21992
RPLP0	25024	22948	42863	32446	103514	76569	111076	137532
RPLP0P2	12	16	17	28	44	55	27	103
RPLP1	17696	14774	22865	13268	63341	45681	48010	45251
RPLP2	7623	7015	18134	13272	29266	21593	47647	50297
RPN1	6690	6208	15591	17486	21293	20424	31751	57468
RPN2	10271	8897	11650	9580	35831	28715	25509	38775
RPP14	629	495	1189	1220	1592	1527	2100	4091
RPP21	20	2	18	10	50	34	34	24
RPP25	85	87	276	229	431	261	585	849
RPP25L	372	219	267	97	1819	768	800	457
RPP30	637	429	406	289	1474	1271	973	1126
RPP38	281	256	555	566	873	833	1249	2356
RPP40	198	128	214	149	415	371	423	549
RPPH1	7	5	6	27	14	14	6	6
RPRD1A	2296	2542	2016	2052	5642	6306	4611	9078
RPRD1B	1166	1100	912	925	2945	3113	1940	3197
RPRD2	1716	1329	1231	1170	5408	4065	2320	4099
RPRM	240	112	579	215	1035	340	1142	776
RPRML	4	7	4	2	19	19	7	8
RPS10	240	82	395	283	414	266	325	382
RPS10-NUDT3	0	0	0	0	0	0	0	0
RPS10P7	21	3	56	36	63	34	109	96
RPS11	20741	15819	34900	27600	77271	55992	81992	107474
RPS12	12574	10244	17991	15227	36858	28526	36944	47249
RPS13	6940	5270	11777	9135	16550	13433	21426	27026
RPS14	10882	9456	14639	11956	43565	33080	40404	51315
RPS14P3	44	15	28	43	42	30	25	64
RPS15	6936	5495	8662	5252	28095	18909	17887	17737
RPS15A	6736	4952	8972	5978	20861	16296	18238	22002
RPS15AP10	2	0	3	2	0	2	2	1
RPS16	7857	7468	18727	13843	36075	25320	46827	57703
RPS16P5	0	0	1	1	0	0	0	0
RPS17	3	5	5	9	8	14	24	9
RPS18	19904	12709	39866	28473	62075	45132	79850	94165
RPS18P9	73	49	79	65	224	181	160	197
RPS19	14686	12699	19926	13457	57607	40821	49654	49519
RPS19BP1	1167	1119	2799	2334	5315	3850	8406	10009
RPS2	22203	17350	27634	19797	76768	56120	60918	71530
RPS20	8511	7457	12887	8197	35176	28459	29157	33593
RPS21	4246	3188	9031	6342	18065	12254	22645	24660
RPS23	10878	7136	13961	10177	36365	29373	30857	40319
RPS24	12190	7799	14267	9967	29838	24050	27601	30833
RPS25	9738	5329	19582	12956	23280	17056	29212	37189
RPS26	1935	1856	3202	2331	6881	5356	7792	9131
RPS26P11	0	0	1	0	1	1	0	0
RPS27	8424	5941	15720	10430	25123	18101	25316	28213
RPS27A	7698	5603	10991	7776	19859	16524	21732	26579
RPS27L	2429	1474	1923	1063	4996	3761	2849	2779
RPS28	5059	4191	9008	5231	17096	11330	16849	15446
RPS29	4237	3792	7411	4439	14194	9859	14881	14897
RPS2P32	32	14	23	11	82	47	57	42
RPS3	14902	11058	21312	15211	59149	40585	54518	60490
RPS3A	8491	5269	10366	7873	22159	19359	22669	29002
RPS4X	17337	13533	16777	13939	57350	44269	41987	54826
RPS4Y1	4586	3391	5358	4069	15717	12171	13829	17442
RPS4Y2	0	0	0	0	0	0	1	2
RPS5	10475	9712	25599	23025	41896	30982	62382	76391
RPS6	19278	15242	24798	17273	64570	50445	60540	66739
RPS6KA1	196	229	71	34	830	731	167	138
RPS6KA2	1444	1143	2244	1748	5485	3566	5013	7027
RPS6KA2-AS1	0	0	0	0	1	0	0	0
RPS6KA2-IT1	1	0	1	1	7	9	6	7
RPS6KA3	1155	2669	714	676	2689	6527	1530	2636
RPS6KA4	660	586	511	247	2983	2042	1199	1052
RPS6KA5	206	139	184	169	567	425	273	591
RPS6KA6	227	228	136	169	446	513	256	799
RPS6KB1	897	837	1013	1172	2040	2233	1830	3974
RPS6KB2	751	644	1687	1594	2912	2018	4237	5777
RPS6KC1	986	868	2223	2640	2319	2684	4530	9849
RPS6KL1	115	68	81	36	444	244	240	173
RPS7	7465	5461	9751	6604	21271	16577	18777	21427
RPS7P5	0	0	0	0	0	0	0	0
RPS8	13521	12639	20030	13153	45583	36232	46646	51453
RPS9	13741	11153	17236	13058	58122	40869	47834	54825
RPSA	10027	9341	10854	7543	42233	30245	34779	36630
RPSAP52	3	6	3	0	10	27	16	7
RPSAP58	54	40	38	27	250	186	141	133
RPSAP9	13	7	7	6	16	22	10	19
RPTN	0	0	0	0	0	0	0	0
RPTOR	1291	1353	2029	2457	5739	4713	4830	9387
RPUSD1	524	524	830	731	2479	1697	2270	3441
RPUSD2	292	246	563	562	1218	912	1356	2381
RPUSD3	456	377	361	225	2276	1250	1152	999
RPUSD4	620	590	871	846	2207	1792	2095	3086
RQCD1	1363	1124	2778	3282	3473	2964	5262	9833
RRAD	88	363	173	107	422	1035	516	398
RRAGA	3087	3042	3318	2819	10187	9136	8276	12026
RRAGB	913	582	522	398	2448	1889	1097	1342
RRAGC	1937	1443	1197	1249	3801	4034	2603	4944
RRAGD	1543	974	632	392	3571	2773	1508	1436
RRAS	687	960	1028	357	3525	3213	2844	1500
RRAS2	376	965	377	174	1030	2163	673	728
RRBP1	1331	1189	6344	5420	5900	4768	14810	19839
RREB1	346	252	700	624	1321	924	1241	2304
RRH	4	5	5	8	11	7	7	26
RRM1	2517	1701	1592	1209	7595	5386	3521	4715
RRM2	1576	1098	274	38	4245	2994	519	141
RRM2B	2167	2189	2680	3007	4268	5117	5087	11591
RRN3	1030	1126	1621	1737	2600	3049	3338	6642
RRN3P1	19	7	28	50	36	26	106	166
RRN3P2	3	1	2	3	5	4	8	2
RRN3P3	34	25	13	12	81	76	26	42
RRNAD1	388	286	561	396	1655	1039	1637	1838
RRP1	564	602	587	564	2624	2438	1541	2452
RRP12	738	835	5985	7742	3213	3157	15872	32757
RRP15	555	581	536	536	1329	1577	1083	2181
RRP1B	1302	1319	1944	2016	4452	4051	3780	7698
RRP36	959	809	1182	789	3138	2713	2709	3008
RRP7A	867	854	1012	821	3601	2845	2355	3079
RRP7B	51	31	51	46	159	107	94	107
RRP8	439	322	572	506	1488	1106	1288	1771
RRP9	475	592	1360	1276	2254	2127	3879	4985
RRS1	1097	877	919	815	3537	2993	1717	2653
RRS1-AS1	10	8	5	1	21	8	3	7
RS1	2	0	0	1	1	3	2	5
RSAD1	867	443	1822	1468	3232	1669	4596	5510
RSAD2	14	9200	5	14	75	26737	47	61
RSBN1	888	833	607	964	2000	1804	1358	3674
RSBN1L	547	411	235	331	919	1130	483	899
RSC1A1	85	76	97	103	266	229	200	391
RSF1	1634	1547	1460	1420	5215	5573	2462	5417
RSG1	133	73	323	214	678	270	802	922
RSL1D1	2748	2317	3679	3664	6761	7705	8251	13703
RSL24D1	1685	1611	2131	2522	3393	3650	5895	10823
RSPH1	100	69	78	153	298	241	275	444
RSPH10B	0	0	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0	0	0
RSPH3	214	134	460	296	806	526	694	972
RSPH4A	114	37	22	10	316	120	48	53
RSPH6A	0	0	0	0	0	0	1	0
RSPH9	70	75	91	66	333	257	271	314
RSPO1	1	4	0	0	1	10	0	2
RSPO2	39	7	6	0	100	43	6	5
RSPO3	29	46	22	2	47	131	40	12
RSPO4	1	0	1	0	6	3	0	0
RSPRY1	1542	1219	1952	1630	4320	3716	3579	5454
RSRC1	441	306	196	168	1183	972	375	590
RSRC2	1968	1442	1080	899	5051	5289	2245	3316
RSRP1	636	321	430	397	1418	1259	1222	1487
RSU1	3575	3331	5281	4319	11064	9025	10284	14554
RSU1P2	0	0	0	1	0	0	0	0
RTBDN	2	5	23	19	14	5	54	53
RTCA	847	712	845	658	2030	2032	1748	2272
RTCA-AS1	30	21	16	5	118	51	39	20
RTCB	2723	2425	5493	4909	10337	8732	13539	21110
RTDR1	43	24	46	41	179	83	109	103
RTEL1	18	8	19	26	83	43	164	105
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0
RTF1	3110	2248	1989	1755	8210	7426	3629	5627
RTFDC1	2949	2613	4171	3889	10542	8581	10139	14453
RTKN	661	417	664	620	2483	1413	1610	2091
RTKN2	220	171	25	9	422	436	68	56
RTL1	10	5	4	1	39	22	6	2
RTN1	3769	2954	3701	2201	13976	9330	9388	10128
RTN2	293	275	213	126	1202	894	507	419
RTN3	12095	7415	8815	8494	30714	21989	18042	30989
RTN4	21769	16874	10390	4368	59208	46490	22311	17895
RTN4IP1	136	92	177	104	437	307	399	460
RTN4R	84	81	157	92	558	240	520	447
RTN4RL1	5	5	2	3	10	15	6	10
RTN4RL2	17	50	54	47	113	133	130	156
RTP1	1	1	2	0	2	0	1	1
RTP2	0	0	0	0	0	0	0	0
RTP3	0	0	0	0	0	1	0	0
RTP4	21	407	1	1	59	1448	6	2
RTP5	2	1	2	1	9	5	5	5
RTTN	348	185	129	105	872	695	253	454
RUFY1	1338	911	1262	922	4213	3329	3027	3871
RUFY2	839	590	479	489	1569	1497	989	1779
RUFY3	2276	1337	1316	1019	5732	3921	3048	3773
RUFY4	0	1	0	0	0	3	0	0
RUNDC1	883	733	1188	1394	3014	2474	2333	4627
RUNDC3A	183	138	199	195	734	438	500	626
RUNDC3B	27	18	20	12	40	44	44	71
RUNX1	536	600	358	232	1470	1476	816	981
RUNX1-IT1	0	0	0	0	0	0	0	0
RUNX1T1	294	228	212	167	757	518	399	576
RUNX2	301	328	173	31	723	892	318	67
RUNX3	5	14	4	2	11	50	10	10
RUSC1	1476	1282	1430	971	5784	4160	3689	3940
RUSC1-AS1	12	7	20	4	37	32	35	50
RUSC2	1442	935	2626	1870	6292	3336	6127	7945
RUVBL1	1590	1161	1904	1408	6042	4409	4839	6004
RUVBL2	1701	1824	4013	3846	7996	6234	10525	14511
RWDD1	1472	884	1702	1911	2798	2572	3895	7344
RWDD2A	280	247	316	272	724	699	721	1101
RWDD2B	421	236	289	167	1070	758	737	688
RWDD3	162	69	61	28	216	159	128	119
RWDD4	205	221	333	321	444	552	645	1232
RXFP1	0	0	0	0	1	2	1	0
RXFP2	0	0	0	0	0	0	0	0
RXFP3	0	2	1	0	4	4	0	1
RXFP4	1	2	0	0	0	10	0	4
RXRA	928	706	629	610	3941	2446	1702	2204
RXRB	1841	1209	2358	2236	5773	3892	4982	7739
RXRG	31	28	14	10	104	116	57	53
RYBP	1459	1425	607	499	2745	3230	1460	2039
RYK	1737	1309	1153	1173	4167	3523	2531	4095
RYR1	10	2	67	63	22	20	148	333
RYR2	33	16	24	18	87	72	39	37
RYR3	98	64	75	21	334	259	158	82
S100A1	18	7	24	13	55	41	39	31
S100A10	5511	5238	2164	442	15362	15225	4570	1686
S100A11	5017	6940	4219	1953	17493	19187	8641	7095
S100A12	0	0	0	0	0	0	0	0
S100A13	1018	866	1155	513	3444	2947	2830	1929
S100A14	0	1	0	0	5	10	0	2
S100A16	3805	6985	3584	1707	16049	23184	9808	6733
S100A2	83	145	56	19	288	336	137	53
S100A3	84	320	39	81	298	1019	121	298
S100A4	108	129	74	15	403	388	205	56
S100A5	1	0	0	0	1	2	1	0
S100A6	6567	8745	8013	3940	25872	28361	23386	17532
S100A7	0	0	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0	0	0
S100A8	0	0	0	0	0	0	0	0
S100A9	0	0	0	0	0	0	0	0
S100B	1936	1220	2088	1504	6697	4291	5180	5381
S100G	0	0	0	0	0	0	0	0
S100P	0	0	0	0	3	0	2	4
S100PBP	1128	866	882	861	2845	2406	1929	3512
S100Z	0	0	0	0	1	0	0	0
S1PR1	308	217	45	40	1033	635	94	97
S1PR2	127	176	52	62	307	502	109	147
S1PR3	1771	6582	1205	754	5480	18449	2669	3337
S1PR4	1	1	0	0	8	0	3	3
S1PR5	5	1	2	2	8	15	1	4
SAA1	0	1	0	0	0	19	1	1
SAA2	1	3	0	0	1	2	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0
SAA3P	0	0	0	0	0	0	0	0
SAA4	1	0	0	0	0	0	0	0
SAAL1	281	195	170	141	829	542	436	524
SAC3D1	372	305	669	527	1499	839	1946	2428
SACM1L	1433	1361	1540	1869	3205	3527	3226	7241
SACS	5394	4338	1598	1074	11220	11225	2819	3448
SACS-AS1	4	0	1	2	0	4	0	0
SAE1	3495	2986	6309	4734	13379	10783	15285	20514
SAFB	2321	2084	2577	3003	8784	8081	5544	11549
SAFB2	1496	1157	3112	3807	5718	4626	6982	14324
SAG	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0
SALL1	4573	2773	1967	1049	17187	8840	4449	4272
SALL2	3794	2521	1491	1181	13478	8380	3261	3822
SALL3	621	532	290	234	2713	1481	553	966
SALL4	5	5	4	1	13	13	25	9
SAMD1	629	660	500	288	3093	2073	1501	1238
SAMD10	204	140	289	266	788	410	646	902
SAMD11	202	201	243	48	749	648	737	199
SAMD12	228	194	130	69	563	493	225	254
SAMD12-AS1	0	1	0	0	2	0	1	2
SAMD13	51	13	103	54	87	40	188	208
SAMD14	925	813	647	561	3858	3007	1783	2373
SAMD15	113	43	81	49	342	211	155	179
SAMD3	1	0	0	0	2	2	1	3
SAMD4A	1438	2486	816	654	4188	7466	1368	2427
SAMD4B	2317	2697	2508	2010	8800	8522	4407	7314
SAMD5	15	9	2	1	25	8	3	4
SAMD7	0	0	0	0	0	0	0	0
SAMD8	3097	2676	2296	3652	6372	6430	4336	13234
SAMD9	535	8430	112	98	927	22751	211	371
SAMD9L	391	4036	116	228	827	11123	263	810
SAMHD1	868	4235	388	272	2564	13246	609	1026
SAMM50	1246	930	2869	2793	4021	3010	7503	11876
SAMSN1	0	0	1	1	1	2	0	0
SAMSN1-AS1	0	0	0	0	0	0	0	1
SAP130	1113	1185	1154	1094	4083	3947	2301	4370
SAP18	3445	2750	5253	4958	8793	8646	9553	15235
SAP25	9	14	6	4	34	27	43	33
SAP30	541	431	293	192	1670	1077	720	802
SAP30BP	2037	1457	1991	1772	7154	4906	4517	6184
SAP30L	1553	1415	633	826	4187	4329	1518	3542
SAP30L-AS1	7	5	12	2	26	20	18	11
SAPCD1	0	0	0	0	0	0	0	0
SAPCD2	158	190	1588	1747	798	698	3367	6021
SAR1A	3021	2817	6103	6933	6568	7330	11076	21599
SAR1B	1956	1859	4269	4823	4370	4545	9522	18356
SARDH	36	21	48	12	242	120	96	45
SARM1	533	486	419	359	2460	1487	817	1330
SARNP	1692	1257	1834	1184	5908	5286	4510	5153
SARS	4311	3435	12107	11063	16373	12389	29285	45650
SARS2	292	259	587	379	1360	865	1529	1765
SART1	1234	1160	3114	2931	5477	4673	8200	11564
SART3	1839	1523	2377	2592	6428	5474	5178	9421
SASH1	801	442	656	474	2938	1474	1320	1722
SASH3	0	1	0	0	0	1	1	4
SASS6	106	94	121	155	212	196	273	598
SAT1	5085	5197	3255	1143	15876	18327	8661	5093
SAT2	1653	922	1913	1132	6475	3444	5903	5489
SATB1	683	438	292	295	1974	1417	612	1063
SATB2	432	415	446	338	1140	1270	895	1330
SATB2-AS1	0	1	1	0	1	0	0	0
SATL1	2	1	8	2	11	11	7	5
SAV1	556	569	301	197	1464	1531	600	855
SAYSD1	343	213	267	188	1171	773	609	679
SBDS	2912	2394	4223	4546	7706	7817	8803	15679
SBDSP1	881	608	1265	1740	1908	1852	2252	5375
SBF1	4213	5079	4719	5134	20939	18709	11827	21203
SBF1P1	1	0	0	0	0	2	0	1
SBF2	2221	1793	1878	2195	6955	5579	3150	8109
SBF2-AS1	20	10	30	14	59	32	43	34
SBK1	1354	1621	465	334	5973	5183	1146	1510
SBK2	0	1	0	0	6	1	2	0
SBK3	0	0	1	0	4	0	1	0
SBNO1	1678	1506	2388	2567	3999	4224	4372	9056
SBNO2	1571	2205	1014	639	7226	7662	2545	2464
SBSN	2	3	1	0	4	14	0	3
SBSPON	14	18	14	0	34	30	29	11
SC5D	2650	2284	1172	1003	4161	4451	2558	3160
SCAF1	2269	2674	3184	2829	10920	9123	9206	11952
SCAF11	2614	2302	3181	3558	5915	6113	6096	13676
SCAF4	951	997	911	846	3644	3462	2084	3618
SCAF8	1863	1393	1786	1552	5435	4673	3519	5298
SCAI	311	197	186	105	447	333	266	328
SCAMP1	1439	1794	1207	1516	2706	3204	2554	5793
SCAMP1-AS1	172	194	142	78	542	765	346	333
SCAMP2	1263	1227	2072	1684	4755	4118	4479	6403
SCAMP3	2063	2014	4951	4728	8008	6519	11700	16790
SCAMP4	1995	2054	1936	1492	8613	6005	4571	5662
SCAMP5	1437	848	1103	775	5211	2747	2612	2789
SCAND1	1214	1309	1762	943	6692	4400	4846	4378
SCAND2P	271	161	264	255	700	523	680	876
SCAP	2651	2211	3860	3444	12360	7824	10005	13915
SCAPER	614	418	301	295	1775	1579	686	1087
SCARA3	4633	3562	1693	455	16836	11572	3580	1522
SCARA5	1	1	0	2	1	1	3	2
SCARB1	599	449	629	132	2662	1523	1547	537
SCARB2	14263	12884	7578	6039	33009	32518	15264	21505
SCARF1	11	37	16	5	28	166	38	29
SCARF2	570	975	1586	1163	3094	2968	4042	5253
SCARNA1	0	0	0	0	0	1	1	1
SCARNA10	1	2	4	1	6	5	3	3
SCARNA11	0	1	1	2	0	1	0	0
SCARNA12	11	2	9	10	34	16	28	40
SCARNA13	0	0	0	0	0	0	0	0
SCARNA14	0	0	0	0	0	0	0	0
